PlayerId,ClubId,PlayerName,Citizenship,Date_of_birth,Position,Foot,Height_in_cm,Highest_market_value_in_gbp
43271,1210,Andrea Luci,Italy,1985-03-30,Midfield,Right,173,1620000
82834,1210,Antonio Meola,Italy,1990-05-08,Defender,Right,181,180000
28818,1210,Luca Belingheri,Italy,1983-04-06,Attack,Right,182,1080000
16891,1210,Paolo Castellini,Italy,1979-03-25,Defender,Left,184,2029999
197474,800,Luca Milesi,Italy,1993-04-28,Defender,Right,188,225000
248695,1210,Andrea Tiritiello,Italy,1995-03-28,Defender,Right,188,450000
130503,1210,Riccardo Regno,Italy,1992-08-12,Defender,Right,179,113000
75611,416,Nicolas Gorobsov,Argentina,1989-11-25,Midfield,Right,177,720000
21988,1210,Leandro Rinaudo,Italy,1983-05-09,Defender,Right,191,2700000
72471,1210,Nahuel Valentini,Argentina,1988-09-19,Defender,Right,184,720000
37413,1210,Alessandro Bernardini,Italy,1987-01-21,Defender,Right,191,585000
101913,1210,Emerson,Brazil,1980-08-16,Defender,Left,187,540000
28007,1210,Luca Anania,Italy,1980-06-21,Goalkeeper,Right,190,360000
202973,800,Nicolo Tonon,Italy,1993-09-29,Midfield,Right,177,68000
5853,1210,Alfonso De Lucia,Italy,1983-11-12,Goalkeeper,Right,186,1440000
735,1210,Giuseppe Gemiti,Germany,1981-05-03,Defender,Left,178,1130000
85484,1210,Alessandro Lambrughi,Italy,1987-05-19,Defender,Left,181,630000
32941,2293,Gunnar Heidar Thorvaldsson,Iceland,1982-04-01,Attack,Right,182,1170000
49644,2293,Semih Aydilek,Germany,1989-01-16,Attack,Both,189,675000
82364,2293,Ezechiel Ndouasel,Chad,1988-04-22,Attack,Right,186,1170000
33233,2293,Cristovao Ramos,Portugal,1983-03-25,Attack,Right,173,900000
199383,2293,Aykut Uluc,Turkey,1993-01-10,Attack,,0,90000
184131,2293,Abdulkerim Kilic,Turkey,1993-04-12,Attack,,0,45000
309850,2293,Yunus Emre Yalcin,Turkey,1994-09-12,Midfield,Right,0,135000
95089,2293,Okan Derici,Turkey,1993-04-16,Midfield,Left,177,450000
85227,2293,Senol Akin,Turkey,1984-12-20,Midfield,Right,168,675000
144456,2293,Ishak Cakmak,Turkey,1992-11-20,Midfield,Right,177,900000
199337,2293,Rifat Erdem,Turkey,1990-02-28,Defender,Right,0,90000
199328,2293,Abdullah Coban,Turkey,1991-01-02,Defender,Left,0,180000
157177,2293,Muhammet Yurukuslu,Turkey,1991-03-12,Defender,Left,175,270000
6912,2293,Erdinc Yavuz,Turkey,1978-10-04,Defender,Right,187,2340000
311075,2293,Omer Esenkaya,Turkey,1994-02-01,Defender,Right,188,180000
170649,2293,Ahmet Sabri Fener,Turkey,1992-05-05,Goalkeeper,Right,186,158000
113134,20100,Nicolas Sandberg,Sweden,1991-12-24,Attack,Right,180,360000
15386,20100,Soren Berg,Denmark,1976-05-15,Attack,Right,184,765000
36786,20100,Morten Bertolt,Denmark,1984-02-12,Midfield,Right,188,765000
23292,20100,Lars Pleidrup,Denmark,1981-08-13,Defender,Left,177,315000
15047,20100,Ronnie Bendtsen,Denmark,1984-05-23,Defender,Left,174,225000
276,20100,Sladan Peric,Denmark,1982-04-15,Defender,,0,450000
123296,20100,Mads Petersen,Denmark,1991-09-18,Goalkeeper,Right,202,90000
64615,20100,Subrata Paul,India,1986-12-24,Goalkeeper,Both,182,225000
4075,2292,Luke Moore,England,1986-02-13,Attack,,180,3380000
19953,2292,Franco Cangele,Argentina,1984-07-16,Attack,Left,179,4950000
185823,2292,Gokhan Korkmaz,Turkey,1991-01-22,Attack,Both,179,45000
197476,800,Alex Redolfi,Italy,1994-01-20,Defender,Right,188,270000
29412,2292,Koksal Yedek,Turkey,1985-01-17,Attack,Both,180,1170000
3413,2292,Rodrigo Tello,Chile,1979-10-14,Midfield,Left,170,7200000
281829,1210,Matteo Cipriani,Italy,1996-11-04,Goalkeeper,Right,187,90000
251484,2292,Umut Tekoglu,Turkey,1993-08-25,Midfield,,0,135000
27667,2292,Vitolo,Spain,1983-09-09,Midfield,Right,168,3600000
7153,2292,Mehmet Nas,Turkey,1979-11-20,Midfield,Right,169,2069999
301677,2292,Yunus Gul,Turkey,1995-02-02,Midfield,,0,45000
202834,800,Luca Zanotti,Italy,1994-04-29,Goalkeeper,Right,187,180000
69816,2292,Deniz Aslan,Turkey,1989-02-09,Defender,Right,178,315000
114466,2292,Adem Alkasi,Turkey,1984-04-14,Defender,Right,182,720000
34171,2292,Hakan Soyler,Turkey,1983-04-06,Midfield,Right,179,900000
306208,2292,Mustafa Guner,Turkey,1991-10-15,Defender,Left,0,45000
175596,2293,Atilla Yildirim,Turkey,1990-11-22,Attack,Right,182,405000
294197,2292,Eren Can Ozcelik,Turkey,1993-10-08,Defender,,0,45000
301666,2292,Oktay Aykurt,Turkey,1992-09-19,Defender,,190,135000
185922,2292,Samet Onger,Turkey,1991-09-19,Defender,,190,135000
307494,2292,Erol Alkan,Turkey,1994-02-16,Defender,Right,193,450000
35029,2292,Ibrahim Kas,Turkey,1986-09-20,Defender,Right,183,1800000
83692,2292,Ali Gokdemir,Azerbaijan,1991-09-17,Defender,Both,188,180000
15454,2292,Fabio Bilica,Brazil,1979-01-04,Defender,Right,188,4050000
199196,1210,Gabriele Angiolini,Italy,1994-07-01,Midfield,,0,45000
28023,1210,Luca Mazzoni,Italy,1984-03-29,Goalkeeper,Right,191,540000
301813,2292,Mirsat Budak,Turkey,1989-04-09,Goalkeeper,,0,45000
27539,2292,Vanja Ivesa,Croatia,1977-07-21,Goalkeeper,Left,204,1260000
287417,2292,Muhammed Ali Dogan,Turkey,1995-08-10,Midfield,Both,176,360000
77005,2292,Alper Kalemci,Turkey,1991-07-22,Midfield,Both,175,360000
73934,398,Ettore Mendicino,Italy,1990-02-11,Attack,Right,184,630000
162957,398,Antonio Rozzi,Italy,1994-05-28,Attack,Right,180,900000
287762,130,Gonzalo Martinez,Argentina,1996-04-02,Attack,Left,173,68000
122637,1627,Ameth Fall,Senegal,1991-04-04,Attack,Right,185,270000
67566,2292,Volkan Yilmaz,Turkey,1987-09-01,Attack,Left,171,360000
61863,1627,Edgar Cani,Albania,1989-07-22,Attack,Right,192,900000
199758,1627,Simone Caruso,Italy,1994-09-09,Attack,,171,68000
114493,126,Ilyas Cakmak,Turkey,1988-07-14,Attack,,179,225000
192035,126,Uche Kalu,Nigeria,1986-05-16,Attack,Right,188,675000
155036,1038,Simone Corazza,Italy,1991-03-22,Attack,Right,178,450000
240955,1038,Mattia Lombardo,Italy,1995-02-14,Midfield,Right,183,135000
58761,126,Mehmet Ozturk,Turkey,1989-03-26,Attack,Right,180,180000
216172,430,Axel Gulin,Italy,1995-07-19,Attack,Left,169,90000
45644,1038,Juan Antonio,Argentina,1988-01-05,Attack,Right,186,2250000
167889,1038,Alessandro Martinelli,Switzerland,1993-05-30,Midfield,Left,175,720000
47005,1390,Agim Ibraimi,North Macedonia,1988-08-29,Attack,Left,177,1580000
167876,1038,Moreno Beretta,Italy,1993-05-28,Attack,Left,184,135000
157979,1506,Jones Carioca,Brazil,1988-10-14,Attack,Right,177,450000
22741,1506,Morten Gamst Pedersen,Norway,1981-09-08,Midfield,Left,183,8100000
229807,524,Fuat Golbasi,Turkey,1991-10-08,Attack,Right,0,135000
249061,1038,Giovanni Fenati,Italy,1995-09-16,Midfield,Right,175,90000
296960,524,Mehmet Colak,Turkey,1995-10-22,Attack,Right,0,68000
162946,1038,Gregorio Luperini,Italy,1994-02-10,Midfield,Right,186,270000
35278,524,Serdar Ozbayraktar,Turkey,1981-11-22,Attack,Right,180,1080000
72491,46,Riccardo Bocalon,Italy,1989-03-03,Attack,Right,186,630000
40059,524,Marek Sapara,Slovakia,1982-07-31,Attack,Right,178,4050000
90935,524,Kerem Eryilmaz,Turkey,1990-04-29,Midfield,Left,176,135000
7023,524,Bekir Ozan Has,Turkey,1985-02-18,Midfield,Right,175,1800000
253331,524,Ibrahim Halil Yasar,Turkey,1994-01-21,Midfield,Right,180,90000
293513,524,Zeki Sinanoglu,Turkey,1993-09-16,Midfield,Right,178,90000
257249,524,Huseyin Teker,Turkey,1993-07-28,Midfield,Right,0,90000
58830,524,Birol Hikmet,Turkey,1982-03-24,Midfield,Right,178,1080000
29678,524,Ugur Kavuk,Turkey,1979-09-11,Defender,Right,178,1350000
3059,524,Ekrem Dag,Austria,1980-12-05,Defender,Both,176,3600000
323241,524,Halil Polat,Turkey,1995-08-01,Defender,Left,0,45000
162939,46,Matteo Colombi,Italy,1994-06-13,Attack,Left,190,180000
58661,524,Koray Ozturk,Turkey,1987-05-08,Defender,Left,179,225000
114508,524,Kemal Tokak,Turkey,1989-04-25,Defender,Right,184,2250000
7397,524,Ozden Ongun,Turkey,1978-09-10,Goalkeeper,Right,187,1130000
69005,524,Ivan Kecojevic,Montenegro,1988-04-10,Defender,Both,191,1350000
110693,524,Sercan Hacioglu,Turkey,1992-01-22,Goalkeeper,Right,187,45000
7311,524,Serdar Kulbilge,Turkey,1980-07-07,Goalkeeper,Right,186,1800000
189236,46,Andy Polo,Peru,1994-09-29,Attack,Right,173,1800000
323163,524,Ibrahim Halil Esen,Turkey,1995-10-30,Defender,Left,0,45000
163673,46,Diego Mella,Italy,1993-02-01,Attack,Left,184,113000
169850,6894,Ustun Bilgi,Turkey,1988-05-30,Attack,Right,182,293000
159029,6894,Huseyin Kala,Turkey,1987-05-05,Attack,Right,184,630000
131918,6894,Ziri Hammar,Algeria,1992-07-25,Attack,Right,179,450000
22202,46,Diego Milito,Argentina,1979-06-12,Attack,Right,183,25200000
115793,6894,Volkan Okumak,Turkey,1989-08-10,Attack,Right,177,360000
291669,6894,Emre Donmez,Turkey,1992-05-25,Attack,Right,167,45000
128352,6894,Hansell Arauz,Costa Rica,1989-08-09,Midfield,Right,180,315000
33809,6894,Serkan Atak,Turkey,1984-01-03,Midfield,Right,175,1800000
46340,524,Semir Stilic,Bosnia-Herzegovina,1987-10-08,Attack,Left,183,2700000
33794,6894,Erhan Guven,Turkey,1982-05-15,Defender,Right,183,1800000
9800,524,Artem Milevskyi,Ukraine,1985-01-12,Attack,Right,189,9900000
39564,6894,Randall Azofeifa,Costa Rica,1984-12-30,Midfield,Right,182,2700000
8680,6894,Ekrem Eksioglu,Turkey,1978-01-16,Defender,Left,184,1350000
8740,6894,Josef Cinar,Germany,,Defender,Right,194,225000
34169,6894,Atilla Koca,Turkey,1980-07-16,Goalkeeper,Right,186,585000
36877,6894,Bojan Jorgacevic,Serbia,1982-02-12,Goalkeeper,Right,187,2250000
266950,46,Andrea Mira,Italy,1995-01-17,Midfield,Left,182,45000
76895,46,Simone Pasa,Italy,1994-01-21,Midfield,Left,184,900000
124651,6894,Ferhat Capa,Turkey,1991-03-31,Midfield,,179,45000
159720,1038,Andelko Savic,Switzerland,1993-03-11,Attack,Right,188,405000
42733,6894,Fazli Kocabas,Belgium,1990-01-01,Defender,Left,185,450000
139436,46,Rodrigo Alborno,Paraguay,1993-08-12,Defender,Left,180,720000
290417,46,Nicolo Di Stefano,Italy,1995-05-04,Defender,,187,23000
200195,46,Lorenzo Paramatti,Italy,1995-01-02,Defender,Both,185,158000
287633,1038,Andrea Corsini,Italy,1996-02-24,Attack,,0,113000
126114,46,Lukas Spendlhofer,Austria,1993-06-02,Defender,Right,187,1350000
290416,46,Stefano Dalla Riva,Italy,1995-04-01,Defender,Left,0,45000
5938,46,Walter Samuel,Argentina,1978-03-23,Defender,Left,183,22500000
4314,46,Cristian Chivu,Romania,1980-10-26,Defender,Left,184,21600000
176182,46,Luca Maniero,Italy,1995-06-12,Goalkeeper,Right,187,540000
213068,1506,Baris Aysu,Turkey,1992-05-10,Defender,,0,90000
43084,1038,Gaetano Berardi,Switzerland,1988-08-21,Defender,Right,179,1260000
290876,1390,Simone Solinas,Italy,1996-03-03,Attack,Left,0,68000
213179,1390,Alessandro Masia,Italy,1995-09-28,Attack,Left,175,90000
197272,1390,Andrea Demontis,Italy,1995-01-10,Midfield,Right,175,180000
39829,1390,Alessandro Bastrini,Italy,1987-04-03,Defender,Left,186,540000
167896,1038,Gianluca Sampietro,Italy,1993-03-15,Midfield,Right,175,315000
199583,46,Giovanni Zaro,Italy,1994-05-12,Defender,Right,193,315000
1161,46,Javier Zanetti,Argentina,1973-08-10,Defender,Right,178,9900000
52999,1038,Renan,Brazil,1986-06-19,Midfield,Left,186,2700000
86640,1038,Vedran Celjak,Croatia,1991-08-13,Defender,Right,188,270000
213028,1506,Ceyhun Yazar,Turkey,1992-05-16,Defender,Right,0,180000
167877,1038,Edoardo Blondett,Italy,1992-01-07,Defender,Right,185,203000
228949,524,Tufan Kelleci,Turkey,1993-10-24,Defender,Right,175,135000
85896,6894,Insa Sylla,Senegal,1993-09-25,Midfield,Right,182,180000
248301,1038,Simone Dejori,Italy,1995-05-14,Defender,Left,186,68000
43333,1038,Zsolt Laczko,Hungary,1986-12-18,Defender,Left,183,540000
254701,126,Muhammet Kalkan,Turkey,1994-08-18,Attack,,0,135000
162955,1038,Luca Piana,Italy,1994-04-06,Defender,Right,185,225000
49292,126,Martin Mutumba,Uganda,1985-06-15,Midfield,Right,176,900000
56372,126,Hursut Meric,Turkey,1983-07-31,Midfield,Left,173,2520000
165717,126,Sahinali Terzi,Turkey,1990-10-03,Midfield,Right,179,450000
140026,126,David Depetris,Slovakia,1988-11-11,Attack,Right,185,630000
208584,126,Nevzat Bilen,Turkey,1993-07-19,Attack,Left,182,180000
85686,126,Cumhur Yilmazturk,Turkey,1990-01-05,Midfield,Right,175,180000
83469,126,Cenk Guvenc,Turkey,1991-12-29,Defender,Right,190,540000
238214,126,Yunus Emre Kirdal,Turkey,1993-10-23,Goalkeeper,Right,186,68000
59151,126,Mesut Yilmaz,Turkey,1989-02-23,Defender,Right,182,270000
301571,126,Yuksel Kazdal,Turkey,1994-08-02,Midfield,Right,179,45000
125710,1627,Emiliano Tortolano,Italy,1990-05-22,Attack,Right,170,225000
183845,1627,Maks Barisic,Slovenia,1995-03-06,Attack,Right,187,450000
3132,126,Florin Cernat,Romania,1980-03-10,Attack,Left,168,2520000
183029,1627,Fabio Aveni,Italy,1994-09-05,Attack,Right,178,248000
29819,126,Mariusz Pawelek,Poland,1981-03-17,Goalkeeper,Right,185,1530000
5667,1506,Sebastien Puygrenier,France,1982-01-28,Defender,Right,187,6750000
199761,1627,Agostino Gallo,Italy,1995-03-05,Midfield,Right,185,135000
105625,1627,Fabio Sciacca,Italy,1989-05-16,Midfield,Right,184,540000
37731,1627,Federico Moretti,Italy,1988-10-28,Midfield,Right,187,810000
124909,1038,Davide Gavazzi,Italy,1986-05-07,Midfield,Both,185,1170000
5890,1627,Sergio Almiron,Argentina,1980-11-07,Midfield,Right,180,9900000
240303,1627,Ousmane Diop,Senegal,1994-06-03,Midfield,Right,175,90000
239667,1627,Michele De Matteis,Italy,1995-01-21,Defender,Right,181,68000
138110,1627,Gino Peruzzi,Argentina,1992-06-09,Defender,Right,176,5400000
8490,126,Hakan Hacibektasoglu,Turkey,1984-04-23,Midfield,Both,181,360000
55993,1627,Pablo Alvarez,Argentina,1984-04-17,Defender,Right,177,2480000
19946,1627,Pablo Barrientos,Argentina,1985-01-17,Attack,Left,176,6300000
220785,1627,Ludovico Palumbo,Italy,1995-07-22,Defender,Right,0,68000
199757,1627,Simone Brugaletta,Italy,1994-01-19,Defender,Right,178,90000
89027,1627,Fabian Rinaudo,Argentina,1987-05-08,Midfield,Right,175,6750000
170712,1627,Nabila Samba,Senegal,1992-09-15,Defender,Right,0,90000
194908,1627,Erick Cabalceta,Costa Rica,1993-01-09,Defender,Right,184,180000
308778,1627,Dragan Lovric,Croatia,1996-01-03,Defender,Right,191,180000
38584,1627,Ciro Capuano,Italy,1981-07-10,Defender,Left,186,1530000
230826,46,Gennaro Acampora,Italy,1994-03-29,Midfield,Left,174,810000
168188,1627,Mario Bria,Italy,1993-04-30,Defender,,183,68000
239673,1627,Giuseppe Ficara,Italy,1995-08-24,Goalkeeper,Right,186,45000
5768,430,Ruben Olivera,Uruguay,1983-05-04,Midfield,Right,184,7200000
5818,430,Massimo Ambrosini,Italy,1977-05-29,Midfield,Right,182,9900000
67084,1627,Fabian Monzon,Argentina,1987-04-13,Defender,Left,178,5400000
256323,430,Isaia Bertolacci,Italy,1996-05-17,Goalkeeper,,0,68000
199763,1627,Sergio Garufi,Italy,1995-09-16,Midfield,Left,178,135000
168951,130,Filip Jankovic,Serbia,1995-01-17,Midfield,Right,0,450000
22131,130,Jaime Valdes,Chile,1981-01-11,Midfield,Right,175,5850000
251282,130,Dembel Sall,Senegal,1994-06-16,Defender,Right,183,135000
210631,130,Davide Zagnoni,Italy,1995-02-19,Defender,Right,184,113000
234887,130,Lazar Petkovic,Serbia,1995-04-17,Goalkeeper,Right,197,135000
213590,1627,Federico Freire,Argentina,1990-11-06,Midfield,Left,181,675000
28027,130,Nicola Pavarini,Italy,1974-02-24,Goalkeeper,Right,190,540000
197307,430,Saverio Madrigali,Italy,1995-01-28,Defender,Right,190,248000
5925,1627,Nicola Legrottaglie,Italy,1976-10-20,Defender,Right,189,8100000
168211,398,Seyi Adeleke,Nigeria,1991-11-17,Midfield,Left,180,90000
127220,398,Giuseppe Capua,Italy,1992-01-11,Midfield,Right,174,135000
109550,398,Riccardo Perpetuini,Italy,1990-08-04,Midfield,Right,177,270000
248861,130,Daniele De Angelis,Italy,1995-03-29,Goalkeeper,,0,45000
167378,398,Aurimas Vilkaitis,Lithuania,1993-02-11,Defender,Right,193,113000
74354,398,Emiliano Alfaro,Uruguay,1988-04-28,Attack,Right,173,2700000
241479,398,Gianluca Pollace,Italy,1995-12-25,Defender,Right,182,180000
199749,398,Riccardo Serpieri,Italy,1994-02-15,Defender,Right,183,270000
127224,398,Luca Crescenzi,Italy,1992-04-02,Defender,Right,188,270000
186664,1627,Alexis Rolin,Uruguay,1989-02-07,Defender,Left,186,3150000
52918,398,Andre Dias,Brazil,1979-05-15,Defender,Right,184,4050000
199747,398,Andrea Sbraga,Italy,1992-01-14,Defender,Right,189,248000
9091,430,Gustavo Munua,Uruguay,1978-01-27,Goalkeeper,Right,188,4500000
7103,862,Marcos De Paula,Brazil,1983-12-19,Attack,Right,186,720000
213247,589,Bayram Akdere,Turkey,1992-10-25,Attack,,0,45000
202245,589,Emre Torun,Turkey,1993-06-02,Attack,Left,188,360000
6053,825,Diomansy Kamara,Senegal,1980-11-08,Attack,Both,184,8100000
216214,114,Sinan Kurumus,Turkey,1994-08-02,Attack,Left,187,540000
235948,114,Mertcan Aktas,Turkey,1994-10-15,Attack,Right,177,225000
282558,36,Metincan Cici,Turkey,1995-02-18,Attack,Left,178,158000
144807,398,Milos Antic,Serbia,1989-07-03,Attack,Right,187,113000
101425,276,Amadou Samb,Senegal,1988-04-22,Attack,Right,187,248000
127643,276,Kris Jogan,Slovenia,1991-09-14,Attack,,0,270000
38646,276,Nicola Ferrari,Italy,1983-07-15,Attack,Right,183,630000
73932,398,Alessio Luciani,Italy,1990-01-16,Defender,Right,176,270000
108541,12,Filippo Scardina,Italy,1992-02-26,Attack,Right,183,158000
176023,12,Alexis Ferrante,Italy,1995-06-27,Attack,Left,182,360000
15342,12,Rodrigo Taddei,Brazil,1980-03-06,Attack,Right,179,12600000
238950,12,Francesco Di Mariano,Italy,1996-04-20,Attack,Right,177,1080000
296913,820,Mustafa Coskun,Turkey,1997-01-01,Attack,Right,187,135000
77655,678,Davit Devdariani,Georgia,1987-10-28,Attack,Right,188,540000
131678,678,Edafe Egbedi,Nigeria,1993-08-05,Midfield,Right,166,90000
5892,678,Martin Jorgensen,Denmark,1975-10-06,Midfield,Both,179,6300000
49681,2381,Aykut Ozturk,Turkey,1987-11-07,Attack,Right,182,338000
14971,678,Hjalte Bo Norregaard,Denmark,1981-04-08,Midfield,Right,182,1580000
55389,2381,Pedro Oldoni,Brazil,1985-11-26,Attack,Right,191,1350000
41426,2381,Abdulkadir Ozgen,Turkey,1986-09-08,Attack,Both,186,900000
301758,2381,Niyazi Salman,Turkey,1994-02-23,Attack,Right,0,158000
51225,2381,Hernan Rengifo,Peru,1983-04-18,Attack,Right,183,1440000
24282,678,Soren Larsen,Denmark,1981-09-06,Attack,,0,4500000
38341,2381,Timur Ozgoz,Germany,1987-05-29,Attack,Both,181,495000
28992,2381,Eren Aydin,Turkey,1982-01-16,Defender,Left,182,900000
287943,2381,Ibrahim Surgulu,Turkey,1993-04-04,Defender,Right,187,225000
241135,276,Gianluca Rizzitelli,Italy,1994-02-17,Attack,Right,183,68000
28775,20,Stanislav Sestak,Slovakia,1982-12-16,Attack,Right,179,4500000
324178,2381,Muhammed Burak Yildiz,Turkey,1996-01-02,Goalkeeper,,0,45000
44972,2381,Mahmut Bezgin,Turkey,1986-03-01,Goalkeeper,Right,187,540000
252780,2381,Ferhat Macit,Turkey,1993-04-28,Attack,,0,45000
30699,678,Arthur Sorin,France,1985-11-01,Defender,Right,183,450000
21086,2381,Jakub Navratil,Czech Republic,1984-02-01,Defender,Right,193,1980000
244802,1627,Giorgio Costanzo,Italy,1996-06-14,Goalkeeper,Right,181,45000
165894,12,Giammario Piscitella,Italy,1993-03-24,Attack,Right,175,1350000
239568,12,Simone Battaglia,Italy,1995-03-18,Midfield,Left,170,158000
30593,12,Michael Bradley,United States,1987-07-31,Midfield,Right,189,5850000
67797,2381,Milan Borjan,Canada,1987-10-23,Goalkeeper,Right,196,3150000
198087,12,Matteo Ricci,Italy,1994-05-27,Midfield,Both,176,3150000
127197,12,Wesley Yamnaine,France,1993-07-07,Defender,Left,174,68000
214579,12,Vlad Marin,Romania,1995-05-15,Defender,Left,180,90000
165885,12,Paolo Frascatore,Italy,1992-01-04,Defender,Left,187,270000
12142,12,Michel Bastos,Brazil,1983-08-02,Midfield,Left,179,14400000
165896,12,Francesco Proietti Gaffi,Italy,1994-05-21,Goalkeeper,Right,187,90000
206844,12,Tomas Svedkauskas,Lithuania,1994-06-22,Goalkeeper,Right,185,540000
181417,820,Ehiosun Ekigho,Nigeria,1990-06-25,Attack,Right,180,900000
278940,820,Murat Can Bolukbasi,Turkey,1993-08-20,Attack,Both,184,90000
198223,820,Erkut Baskaya,Turkey,1993-06-14,Attack,Left,178,68000
273951,820,Haydar Deniz,Turkey,1995-02-01,Midfield,Right,0,90000
236940,12,Mihai Balasa,Romania,1995-01-14,Defender,Right,186,1350000
210667,820,Umit Eminoglu,Turkey,1994-09-14,Midfield,Left,181,45000
4316,678,Petri Pasanen,Finland,1980-09-24,Defender,Right,187,4500000
184444,820,Yusuf Gultekin,Turkey,1993-03-12,Midfield,Left,180,360000
57561,10484,Sahin Aygunes,Turkey,1990-10-01,Attack,Right,180,900000
138413,820,Mert Goktepe,Turkey,1991-04-17,Goalkeeper,Right,190,135000
174792,678,Orri Sigurdur Omarsson,Iceland,1995-02-18,Defender,Right,187,203000
63965,276,Michael Rabusic,Czech Republic,1989-09-17,Attack,Right,185,900000
143090,276,Dino Martinovic,Slovenia,1990-07-20,Attack,Right,180,225000
56603,276,Alessandro Carrozza,Italy,1982-02-01,Attack,Right,178,765000
35719,276,Andrea Cocco,Italy,1986-04-08,Attack,Right,182,900000
199263,276,David Speziale,Italy,1994-06-22,Attack,Right,180,135000
166608,276,Pasquale De Vita,Italy,1994-03-03,Attack,Right,176,68000
198080,276,Simone Ceccarelli,Italy,1994-01-28,Midfield,Left,0,90000
145882,820,Efsan Gecgin,Turkey,1992-01-26,Defender,Left,183,135000
126597,276,Paolo Grossi,Italy,1985-05-29,Midfield,Left,180,900000
179750,2381,Fatih Kiran,Turkey,1993-03-26,Attack,Both,177,270000
120691,276,Mattia Spezzani,Italy,1992-05-19,Midfield,Right,179,180000
6427,276,Marco Donadel,Italy,1983-04-21,Midfield,Right,179,8100000
